filepath,label
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0159.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0929.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0011.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0806.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0564.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0792.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0346.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0827.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0502.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0482.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0823.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0711.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0908.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0850.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0789.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0412.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0250.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0099.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0363.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0553.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0277.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0126.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0281.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0971.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0597.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0039.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0579.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0950.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0535.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0632.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0866.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0071.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0950.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0914.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0696.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0391.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0888.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0328.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0912.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0435.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0300.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0366.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0898.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0287.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0308.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0626.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0716.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0954.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0622.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0974.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0014.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0089.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0671.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0926.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0970.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0106.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0905.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0504.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0939.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0624.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0476.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0236.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0664.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0346.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0745.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0094.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0882.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0353.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0913.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0160.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0459.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0781.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0048.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0360.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0793.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0779.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0343.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0958.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0317.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0500.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0133.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0271.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0765.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0723.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0010.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0819.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0173.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0903.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0041.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0360.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0588.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0618.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0951.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0689.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0821.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0980.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0789.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0287.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0545.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0224.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0038.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0082.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0707.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0961.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0663.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0210.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0519.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0919.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0939.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0902.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0256.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0618.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0232.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0926.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0529.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0130.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0162.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0271.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0300.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0193.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0621.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0010.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0764.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0775.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0456.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0169.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0329.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0262.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0769.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0852.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0695.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0343.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0139.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0066.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0342.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0400.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0062.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0207.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0014.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0880.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0584.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0195.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0774.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0596.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0288.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0749.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0400.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0846.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0551.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0975.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0982.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0693.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0992.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0943.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0837.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0338.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0823.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0535.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0986.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0676.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0374.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0334.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0205.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0611.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0806.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0635.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0262.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0141.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0116.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0714.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0970.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0795.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0292.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0200.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0492.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0811.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0124.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0294.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0507.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0803.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0811.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0016.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0155.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0823.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0583.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0434.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0122.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0469.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0354.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0744.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0917.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0376.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0617.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0701.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0503.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0294.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0556.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0118.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0690.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0464.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0133.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0335.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0613.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0693.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0513.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0586.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0447.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0567.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0008.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0110.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0291.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0506.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0222.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0502.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0239.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0714.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0230.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0672.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0385.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0370.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0741.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0726.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0009.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0460.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0905.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0765.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0456.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0979.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0882.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0770.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0238.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0429.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0577.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0290.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0988.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0231.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0792.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0400.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0009.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0621.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0775.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0104.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0602.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0086.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0807.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0319.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0904.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0056.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0354.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0593.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0752.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0266.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0165.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0642.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0711.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0608.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0504.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0922.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0805.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0940.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0175.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0723.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0392.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0919.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0578.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0333.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0566.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0517.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0327.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0535.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0607.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0251.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0804.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0355.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0437.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0785.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0727.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0251.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0608.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0027.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0328.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0135.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0326.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0070.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0942.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0901.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0763.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0528.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0075.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0161.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0035.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0275.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0876.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0807.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0736.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0707.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0341.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0760.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0493.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0999.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0140.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0524.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n6\clip_0019.npy,5
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0335.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0301.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0649.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0625.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0607.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0037.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0723.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0362.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0234.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0053.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0410.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0944.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0215.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n5\clip_0507.npy,4
C:\STREAMSENSE\data\source_count_splits\clips\n1\clip_0977.npy,0
C:\STREAMSENSE\data\source_count_splits\clips\n8\clip_0275.npy,7
C:\STREAMSENSE\data\source_count_splits\clips\n3\clip_0838.npy,2
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0812.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n2\clip_0965.npy,1
C:\STREAMSENSE\data\source_count_splits\clips\n7\clip_0461.npy,6
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0736.npy,3
C:\STREAMSENSE\data\source_count_splits\clips\n4\clip_0589.npy,3
